,address,categories,city,country,latitude,longitude,name,postalCode,state
6947,1745 E Wyandot Ave,Fast Food Restaurants,Upper Sandusky,US,40.835119,-83.237113,Arby's,43351,Ohio
6948,2670 Creekside Dr,Fast Food,Twinsburg,US,41.307507,-81.438443,Arby's,44087,Ohio
6949,1455 Secor Rd,Fast Food Restaurant,Toledo,US,41.654446,-83.622399,Arby's,43607,Ohio
6950,2223 S Reynolds Rd,Fast Food Restaurant,Toledo,US,41.598998,-83.664503,Arby's,43614,Ohio
6951,1700 N Bechtle Ave,Fast Food,Springfield,US,39.947347,-83.833102,Arby's,45505,Ohio
6952,1401 Commerce Dr,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Saint Marys,US,40.554672,-84.409482,Arby's,45885,Ohio
6953,1840 Winderly Ln,"Fast Food Restaurant, American Restaurant, and Sandwich Place South Columbus",Pickerington,US,39.931063,-82.789923,Arby's,43147,Ohio
6954,2522 Woodville Rd,Fast Food Restaurant,Northwood,US,41.617606,-83.488684,Arby's,43619,Ohio
6955,7553 Arbor Dr,Fast Food Restaurants,Northwood,US,41.604708,-83.537582,Arby's,43619,Ohio
6956,17218 E Shea Blvd,Fast Food Restaurant,Fountain Hills,US,33.569365,-111.709287,Wendy's,85268,Arizona
6957,2867 S San Tan Village Pkwy,Fast Food,Gilbert,US,33.298829,-111.743776,Wendy's,85295,Arizona
6958,84 E Germann Rd,Fast Food,Gilbert,US,33.278046,-111.787767,Wendy's,85297,Arizona
6959,84 E Germann Rd,Fast Food Restaurants,Gilbert,US,33.278046,-111.787767,Wendy's,85297,Arizona
6960,84 E Germann Rd,Fast Food Restaurant and Burger Joint,Gilbert,US,33.278046,-111.787767,Wendy's,85297,Arizona
6961,247 State Route 10 E,American Restaurant and Fast Food Restaurant,Succasunna,US,40.870439,-74.643354,Boston Market,7876,New Jersey
6962,491 Ridge Rd,Fast Food Restaurant,North Arlington,US,40.796507,-74.12797,Boston Market,7031,New Jersey
6963,6145 188th St,Fast Food,Fresh Meadows,US,40.739507,-73.785963,Boston Market,11365,New York
6964,6145 188th St,Fast Food Restaurant,Fresh Meadows,US,40.739507,-73.785963,Boston Market,11365,New York
6965,13050 Interurban Ave S,Fast Food Restaurant,Seattle,US,47.487118,-122.276424,Jack in the Box,98168,Washington
6966,4702 Center St,Fast Food Restaurant,Tacoma,US,47.233891,-122.500451,Jack in the Box,98409,Washington
6967,1505 N Pines Rd,Fast Food Restaurants,Spokane,US,47.670732,-117.239691,Jack in the Box,99206,Washington
6968,2947 Olympic Hwy N,Fast Food Restaurant,Shelton,US,47.230808,-123.126656,Jack in the Box,98584,Washington
6969,4220 E Sprague Ave,Fast Food Restaurant,Spokane,US,47.656923,-117.347242,Jack in the Box,99202,Washington
6970,4749 University Way NE,Fast Food Restaurant,Seattle,US,47.663098,-122.313085,Jack in the Box,98105,Washington
6971,1280 W Washington St,Fast Food Restaurants,Sequim,US,48.076753,-123.140751,Jack in the Box,98382,Washington
6972,310 NE Stadium Way,Fast Food Restaurant,Pullman,US,46.739704,-117.172699,Jack in the Box,99163,Washington
6973,310 NE Stadium Way,Fast Food Restaurants,Pullman,US,46.739704,-117.172699,Jack in the Box,99163,Washington
6974,304 E College Way,Fast Food Restaurant,Mount Vernon,US,48.435858,-122.33673,Jack in the Box,98273,Washington
6975,9603 State Ave,Fast Food Restaurant,Marysville,US,48.082888,-122.173289,Jack in the Box,98270,Washington
6976,8504 Hipkins Rd SW,Fast Food Restaurant,Lakewood,US,47.179504,-122.548074,Jack in the Box,98498,Washington
6977,9815 Gravelly Lake Dr SW,Fast Food Restaurant,Lakewood,US,47.167801,-122.520015,Jack in the Box,98499,Washington
6978,33475 Yucaipa Blvd,Fast Food Restaurant,Yucaipa,US,34.033847,-117.074343,Wendy's,92399,California
6979,1401 S Victoria Ave,Fast Food Restaurant,Ventura,US,34.261685,-119.212772,Wendy's,93003,California
6980,485 N Mathilda Ave,Fast Food,Sunnyvale,US,37.389378,-122.031397,Wendy's,94085,California
6981,485 N Mathilda Ave,Fast Food Restaurant,Sunnyvale,US,37.389378,-122.031397,Wendy's,94085,California
6982,1313 S Wolfe Rd,Fast Food Restaurant,Sunnyvale,US,37.351091,-122.014663,Wendy's,94087,California
6983,4727 Morse Road,Fast Food Restaurant,Columbus,US,40.0548,-82.864898,Arby's,43230,Ohio
6984,2467 S Hamilton Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Columbus,US,39.923849,-82.88054,Arby's,43232,Ohio
6985,2467 S Hamilton Rd,Fast Food Restaurant,Columbus,US,39.923849,-82.88054,Arby's,43232,Ohio
6986,1521 State Rte 7 S,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Gallipolis,US,38.823385,-82.171871,Arby's,45631,Ohio
6987,1575 Polaris Pkwy,Fast Food Restaurants,Columbus,US,40.141039,-82.97522,Arby's,43240,Ohio
6988,1400 S Main St,Fast Food,Bryan,US,41.458349,-84.551426,Arby's,43506,Ohio
6989,1214 W Ohio Pike,Fast Food Restaurant,Amelia,US,39.046725,-84.244307,Arby's,45102,Ohio
6990,2019 Hospital Dr,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Batavia,US,39.082445,-84.149439,Arby's,45103,Ohio
6991,1000 E Waterloo Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place Ellet",Akron,US,41.029139,-81.491032,Arby's,44306,Ohio
6992,940 Lancaster Dr NE,Fast Food,Salem,US,44.942986,-122.982958,Arby's,97301,Oregon
6993,940 Lancaster Dr NE,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Salem,US,44.942986,-122.982958,Arby's,97301,Oregon
6994,280 Grant Smith Rd,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Roseburg,US,43.150567,-123.368033,Arby's,97470,Oregon
6995,3171 N Lombard St,Fast Food,Portland,US,45.577403,-122.699428,Arby's,97217,Oregon
6996,12035 Ne Halsey,Fast Food Restaurant,Portland,US,45.533828,-122.538958,Arby's,97220,Oregon
6997,10499 Se 82 Ave,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Portland,US,45.447271,-122.57938,Arby's,97266,Oregon
6998,3865 W 11th Ave,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Eugene,US,44.048521,-123.154583,Arby's,97402,Oregon
6999,2503 Nw 9th St,Fast Food Restaurant,Corvallis,US,44.592948,-123.251966,Arby's,97330,Oregon
7000,1165 Evans Blvd,Fast Food Restaurant,Coos Bay,US,43.356107,-124.210666,Arby's,97420,Oregon
7001,535 Se 3rd St,Fast Food Restaurants,Bend,US,44.044432,-121.302924,Arby's,97701,Oregon
7002,2820 Sw Cedar Hills Blvd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Beaverton,US,45.499558,-122.806602,Arby's,97005,Oregon
7003,1229 Schadt Ave,Fast Food Restaurants,Whitehall,US,40.642976,-75.488136,Arby's,18052,Pennsylvania
7004,114 E High St,Fast Food Restaurants,Jefferson City,US,38.576845,-92.172252,Subway,65101,Missoui
7005,1035 S Neosho Blvd,Fast Food Restaurants,Neosho,US,36.85563,-94.384073,Subway,64850,Missoui
7006,205 W Us Highway 54,Fast Food Restaurants,El Dorado Springs,US,37.863651,-94.025335,Subway,64744,Missoui
7007,6101 Lake Ave,Fast Food Restaurants,Saint Joseph,US,39.713261,-94.871492,Subway,64504,Missoui
7008,1000 Graves St,Fast Food Restaurants,Chillicothe,US,39.777323,-93.554059,Subway,64601,Missoui
7009,560 N Main St,Fast Food Restaurant,Doylestown,US,40.324335,-75.130316,Burger King,18901,Pennsylvania
7010,1950 Lincoln Way E,Fast Food Restaurants,Chambersburg,US,39.92218,-77.599832,Burger King,17202,Pennsylvania
7011,102 N Logan Blvd,Fast Food Restaurant,Burnham,US,40.629594,-77.567797,Burger King,17009,Pennsylvania
7012,3924 Linden St,Fast Food Restaurant and Burger Joint,Bethlehem,US,40.644602,-75.319195,Burger King,18020,Pennsylvania
7013,150 Wilson Rd,Fast Food Restaurant and Burger Joint,Bentleyville,US,40.127755,-80.003201,Burger King,15314,Pennsylvania
7014,8699 SW Robert Burns Dr,Fast Food Restaurant,Wilsonville,US,45.334659,-122.767209,Burger King,97070,Oregon
7015,1416 W 6th St,Fast Food Restaurants,The Dalles,US,45.607374,-121.20195,Burger King,97058,Oregon
7016,5145 Commercial St SE,Fast Food Restaurants,Salem,US,44.880678,-123.029408,Burger King,97306,Oregon
7017,110 E 95th St,Fast Food Restaurant and Burger Joint South Side,Chicago,US,41.721805,-87.620105,Burger King,60619,Illinois
7018,8650 State Rd,Fast Food,Burbank,US,41.73473,-87.779121,Burger King,60459,Illinois
7019,353 S Kennedy Dr,Fast Food Restaurant,Bradley,US,41.140367,-87.87676,Burger King,60915,Illinois
7020,1060 Main St NW,Fast Food Restaurant,Bourbonnais,US,41.162957,-87.894341,Burger King,60914,Illinois
7021,1200 Mckinney St,Fast Food Restaurants,Houston,US,29.755273,-95.363045,Chick-fil-A,77010,Texas
7022,1245 William D Tate Ave,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Grapevine,US,32.928141,-97.086134,Chick-fil-A,76051,Texas
7023,750 Sunland Park Dr,Fast Food Restaurants,El Paso,US,31.816812,-106.543191,Chick-fil-A,79912,Texas
7024,4523 Frankford Rd,"Fried Chicken Joint, Fast Food Restaurant, and American Restaurant",Dallas,US,32.998041,-96.83155,Chick-fil-A,75287,Texas
7025,4523 Frankford Rd,Fast Food,Dallas,US,32.998041,-96.83155,Chick-fil-A,75287,Texas
7026,5488 S Padre Island Dr,Fast Food Restaurant,Corpus Christi,US,27.709606,-97.3734,Chick-fil-A,78411,Texas
7027,2308 Northpark Dr,Fast Food Restaurant,Kingwood,US,30.068211,-95.210536,Jack in the Box,77339,Texas
7028,500 Sidney Baker St,Fast Food Restaurant,Kerrville,US,30.050382,-99.137187,Jack in the Box,78028,Texas
7029,500 Sidney Baker St,Fast Food Restaurants,Kerrville,US,30.050382,-99.137187,Jack in the Box,78028,Texas
7030,1401 S Federal Blvd,Fast Food Restaurants,Denver,US,39.691074,-105.025499,El Pollo Loco,80219,Colorado
7031,1380 N Avalon Blvd,Fast Food Restaurant and Mexican Restaurant,Wilmington,US,33.790976,-118.263303,El Pollo Loco,90744,California
7032,13139 San Pablo Ave,Fast Food,Richmond,US,37.950749,-122.332902,El Pollo Loco,94805,California
7033,515 W Airport Fwy,Fast Food Restaurant Southwest Dallas,Irving,US,32.837289,-96.951946,Jack in the Box,75062,Texas
7034,8220 Tourist Center Dr,Fast Food Restaurant,Bradenton,US,27.389938,-82.45802,Wendy's,34201,Florida
7035,4114 Tamiami Trl N,Fast Food Restaurant and Burger Joint,Naples,US,26.197854,-81.79962,Wendy's,34103,Florida
7036,24180 Veterans Blvd,Fast Food Restaurants,Port Charlotte,US,27.017765,-82.052117,Wendy's,33954,Florida
7037,3900 Palm Beach Blvd,Fast Food Restaurant and Burger Joint,Fort Myers,US,26.664217,-81.833472,Wendy's,33916,Florida
7038,15300 Mcgregor Blvd,Fast Food Restaurant,Fort Myers,US,26.518474,-81.943354,Wendy's,33908,Florida
7039,1520 N Broadway Ave,Fast Food Restaurant,Bartow,US,27.909454,-81.843372,Wendy's,33830,Florida
7040,11760 Oakhurst Rd,Fast Food Restaurant and Burger Joint,Largo,US,27.878928,-82.832706,Wendy's,33774,Florida
7041,900 S Missouri Ave,Fast Food Restaurant and Burger Joint,Clearwater,US,27.956027,-82.787662,Wendy's,33756,Florida
7042,1615 W Kennedy Blvd,Fast Food Restaurant,Tampa,US,27.944928,-82.475267,Wendy's,33606,Florida
7043,4314 W Gandy Blvd,Fast Food Restaurant and Burger Joint,Tampa,US,27.893073,-82.517921,Wendy's,33611,Florida
7044,2807 James L Redman Pkwy,Fast Food Restaurant and Burger Joint,Plant City,US,27.985037,-82.121699,Wendy's,33566,Florida
7045,1601 W Baker St,Fast Food Restaurant,Plant City,US,28.017565,-82.139074,Wendy's,33563,Florida
7046,1601 W Baker St,Fast Food Restaurant and Burger Joint,Plant City,US,28.017565,-82.139074,Wendy's,33563,Florida
7047,1545 Rocky Mountain Ave,Fast Food Restaurants,Loveland,US,40.409858,-105.002321,Chick-fil-A,80538,Colorado
7048,3700 E Highlands Ranch Pkwy,Fast Food Restaurant,Littleton,US,39.543774,-104.945425,Chick-fil-A,80126,Colorado
7049,3700 E Highlands Ranch Pkwy,Fast Food,Littleton,US,39.543774,-104.945425,Chick-fil-A,80126,Colorado
7050,912 Pleasant Grove Blvd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Roseville,US,38.784109,-121.286194,Chick-fil-A,95678,California
7051,10475 Mountain View Ave,Fast Food Restaurant,Loma Linda,US,34.063661,-117.24321,Farmer Boys,92354,California
7052,102 Broadview Ave,Fast Food Restaurants,Warrenton,US,38.71991,-77.806848,Subway,20186,Virginia
7053,2884 Virginia Beach Blvd,Fast Food Restaurants,Virginia Beach,US,36.844243,-76.070867,Subway,23452,Virginia
7054,1830 Kempsville Rd,Fast Food Restaurants,Virginia Beach,US,36.781077,-76.19073,Subway,23464,Virginia
7055,2966 Lee Hwy,Fast Food Restaurants,Troutville,US,37.388819,-79.900771,Subway,24175,Virginia
7056,3640 Grand Ave,Fast Food Restaurant,Chino Hills,US,34.002372,-117.727824,Chick-fil-A,91709,California
7057,1524 Holland Rd,Sandwiches / Fast Food / American,Suffolk,US,36.723769,-76.637038,Subway,23434,Virginia
7058,6356 Jefferson Davis Hwy,Fast Food Restaurants,Spotsylvania,US,38.135077,-77.521745,Subway,22551,Virginia
7059,4908 S Power Rd,Fast Food Restaurants,Mesa,US,33.335184,-111.687139,Chick-fil-A,85212,Arizona
7060,1788 Calohan Rd,Fast Food Restaurants,Rustburg,US,37.27826,-79.166758,Subway,24588,Virginia
7061,6000 W Markham St,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Little Rock,US,34.753544,-92.343094,Chick-fil-A,72205,Arkansas
7062,6000 W Markham St,Fast Food Restaurant,Little Rock,US,34.753544,-92.343094,Chick-fil-A,72205,Arkansas
7063,6810 Rogers Ave,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Fort Smith,US,35.355781,-94.357819,Chick-fil-A,72903,Arkansas
7064,6810 Rogers Ave,Fast Food Restaurant,Fort Smith,US,35.355781,-94.357819,Chick-fil-A,72903,Arkansas
7065,6810 Rogers Ave,"Fast Food Restaurant, American Restaurant, and Sandwich Place Fort Smith Eastside",Fort Smith,US,35.355781,-94.357819,Chick-fil-A,72903,Arkansas
7066,1313 Broadway,Fast Food Restaurant,New York,US,40.750088,-73.988068,Burger King,10001,New York
7067,11121 Ocean Gtwy,Fast Food Restaurants,Berlin,US,38.347576,-75.17101,Domino's Pizza,21811,Maryland
7068,8620 Belair Rd,Fast Food Restaurants,Nottingham,US,39.3896,-76.4912,Domino's Pizza,21236,Maryland
7069,1810 2nd Ave W,Fast Food Restaurants,Williston,US,48.161544,-103.625753,Pizza Hut,58801,North Dakota
7070,2303 Ranch Road 620 S,Fast Food Restaurants,Austin,US,30.385807,-97.942756,Subway,78734,Texas
7071,6422 Us Highway 183 S,Fast Food,Austin,US,30.16598,-97.69252,Subway,78744,Texas
7072,11005 Burnet Rd,Fast Food Restaurants,Austin,US,30.394463,-97.720675,Subway,78758,Texas
7073,6507 Jester Blvd,Fast Food Restaurants,Austin,US,30.369553,-97.801748,Subway,78750,Texas
7074,900 E Braker Ln,Fast Food Restaurants,Austin,US,30.375423,-97.67237,Subway,78753,Texas
7075,6929 Airport Blvd,Fast Food,Austin,US,30.335478,-97.717706,Subway,78752,Texas
7076,391 Jay St,Sandwich Place and Fast Food Restaurant Downtown Brooklyn,Brooklyn,US,40.692164,-73.987297,Subway,11201,New York
7077,2141 W Deer Valley Rd,Fast Food,Phoenix,US,33.683219,-112.106182,Jack in the Box,85027,Arizona
7078,1802 W Bell Rd,Fast Food Restaurant,Phoenix,US,33.640585,-112.097743,Jack in the Box,85023,Arizona
7079,132 W Mcdowell Rd,Fast Food Restaurant,Phoenix,US,33.466088,-112.077589,Jack in the Box,85003,Arizona
7080,12223 N 32nd St,Fast Food Restaurant,Phoenix,US,33.597994,-112.012699,Jack in the Box,85032,Arizona
7081,12223 N 32nd St,Fast Food,Phoenix,US,33.597994,-112.012699,Jack in the Box,85032,Arizona
7082,3512 W Thunderbird Rd,Fast Food Restaurant,Phoenix,US,33.610915,-112.134409,Jack in the Box,85053,Arizona
7083,9920 W Indian School Rd,Fast Food Restaurant,Phoenix,US,33.493761,-112.273443,Jack in the Box,85037,Arizona
7084,6049 S Military Trl,Fast Food Restaurant,Lake Worth,US,26.587536,-80.114351,Wendy's,33463,Florida
7085,3854 S Military Trl,Fast Food Restaurant,Lake Worth,US,26.620587,-80.11285,Wendy's,33463,Florida
7086,355 W Hillsboro Blvd,Fast Food Restaurant and Burger Joint,Deerfield Beach,US,26.31856,-80.108635,Wendy's,33441,Florida
7087,403 Main Ave,Fast Food Restaurants,Brookings,US,44.30916,-96.798538,Subway,57006,South Dakota
7088,996 W Highway 287 Byp,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Waxahachie,US,32.423705,-96.852217,Chick-fil-A,75165,Texas
7089,2525 S Main St,Fast Food Restaurant,Weatherford,US,32.72334,-97.785822,Chick-fil-A,76087,Texas
7090,4310 Franklin Ave,Fast Food Restaurants,Waco,US,31.526307,-97.163584,Chick-fil-A,76710,Texas
7091,2008 E Hubbard St,Fast Food Restaurant,Mineral Wells,US,32.809159,-98.096445,Jack in the Box,76067,Texas
7092,1159 S Hacienda Blvd,Fast Food,Hacienda Heights,US,34.009356,-117.96429,Jack in the Box,91745,California
7093,7070 Miller Rd,Sandwich Place and Fast Food Restaurant,Swartz Creek,US,42.963543,-83.812917,Subway,48473,Michigan
7094,11400 S Figueroa St,Fast Food Restaurant,Los Angeles,US,33.93055,-118.282367,Jack in the Box,90061,California
7095,10967 Santa Monica Blvd,Fast Food,Los Angeles,US,34.048937,-118.440262,Jack in the Box,90025,California
7096,1099 W Artesia Blvd,Fast Food Restaurant,Gardena,US,33.872876,-118.291966,Jack in the Box,90248,California
7097,1075 W Tennyson Rd,Fast food restaurants,Hayward,US,37.631343,-122.07536,Jack in the Box,94544,California
7098,1075 Willow St,Burger Joint and Fast Food Restaurant,San Jose,US,37.309053,-121.90051,Jack in the Box,95125,California
7099,5301 Elkhorn Blvd,Fast Food Restaurant,Sacramento,US,38.686438,-121.341699,McDonald's,95842,California
7100,5301 Elkhorn Blvd,Fast Food Restaurants,Sacramento,US,38.686438,-121.341699,McDonald's,95842,California
7101,3526 Gage Ave,Fast Food Restaurant,Bell Gardens,US,33.979352,-118.202501,McDonald's,90201,California
7102,1002 N 1st St,Fast Food Restaurant,Yakima,US,46.614367,-120.511911,Jack in the Box,98901,Washington
7103,101 E Walnut St,Fast Food Restaurants,Tecumseh,US,35.260737,-96.936782,Subway,74873,Oklahoma
7104,934 Boston Post Rd,Fast Food Restaurants,Guilford,US,41.288479,-72.679774,Subway,6437,Connecticut
7105,8205 N 32nd St,Fast Food Restaurants,Richland,US,42.379174,-85.45527,Subway,49083,Michigan
7106,817 Washington Ave,Fast Food Restaurants,Bay City,US,43.59821,-83.887751,Subway,48708,Michigan
7107,8160 M 60,Fast Food Restaurants,Union City,US,42.084247,-85.122707,Subway,49094,Michigan
7108,808 44th St SW,Fast Food Restaurants,Wyoming,US,42.88417,-85.684921,Subway,49509,Michigan
7109,5710 Perkiomen Ave,Fast Food Restaurant,Reading,US,40.296603,-75.841676,Dairy Queen,19606,Pennsylvania
7110,410 York Rd,Fast Food Restaurants,Willow Grove,US,40.148364,-75.115349,Dairy Queen,19090,Pennsylvania
7111,12815 State Route 664,Fast Food,Logan,US,39.542361,-82.437136,Arby's,43138,Ohio
7112,1580 Memorial Dr,Fast Food Restaurant,Lancaster,US,39.731309,-82.613469,Arby's,43130,Ohio
7113,3433 Spring St,Fast Food Restaurants,Racine,US,42.731412,-87.820169,Subway,53405,Wisconsin
7114,3016 Douglas Ave,Fast Food Restaurants,Racine,US,42.755996,-87.799626,Subway,53402,Wisconsin
7115,N5800 Kinney Rd,Fast Food Restaurants,Portage,US,43.487219,-89.498739,Subway,53901,Wisconsin
7116,55 S Water St,Fast Food Restaurants,Platteville,US,42.732829,-90.475375,Subway,53818,Wisconsin
7117,221 N Chestnut Ave,Fast Food Restaurants,Oconto Falls,US,44.878019,-88.136212,Subway,54154,Wisconsin
7118,2305 Calumet Dr,Fast Food Restaurants,New Holstein,US,43.954549,-88.105054,Subway,53061,Wisconsin
7119,11 Austin St,Fast Food,Charlestown,US,42.374803,-71.066037,Dunkin' Donuts,2129,Massachusetts
7120,1065 N Garland Ave,Fast Food Restaurants,Fayetteville,US,36.0771,-94.1755,Domino's Pizza,72701,Arkansas
7121,350 E Pulaski Hwy,Fast Food Restaurants,Elkton,US,39.598042,-75.817131,Pizza Hut,21921,Maryland
7122,120 W White Park Dr,Fast Food Restaurant,Nogales,US,31.362975,-110.930889,Wendy's,85621,Arizona
7123,3624 California Ave,Taco Place and Fast Food Restaurant,Bakersfield,US,35.368172,-119.04409,Del Taco,93309,California
7124,12207 Apple Valley Rd,Fast Food Restaurant,Apple Valley,US,34.473445,-117.241831,Del Taco,92308,California
7125,2801 E Lincoln Ave,Fast Food Restaurant,Anaheim,US,33.837381,-117.871417,Del Taco,92806,California
7126,3140 Foothill Blvd,Fast Food Restaurant,La Crescenta,US,34.228778,-118.24818,Wienerschnitzel,91214,California
7127,3140 Foothill Blvd,Hot Dog Joint and Fast Food Restaurant,La Crescenta,US,34.228778,-118.24818,Wienerschnitzel,91214,California
7128,14705 Jeffrey Rd,Fast Food,Irvine,US,33.689341,-117.77162,Wienerschnitzel,92618,California
7129,5966 Warner Ave,Fast Food Restaurant,Huntington Beach,US,33.715363,-118.024694,Wienerschnitzel,92649,California
7130,885 Hamilton Ave,Fast Food,Menlo Park,US,37.479639,-122.151303,Togo's,94025,California
7131,541 Lake Ave,Fast Food Restaurants,Rochester,US,43.174676,-77.630208,Popeyes Louisiana Kitchen,14613,New York
7132,1321 Broadway St,Fast Food Restaurants,Pearland,US,29.5437,-95.2234,Arby's,77581,Texas
7133,2005 Market St,Fast Food,Philadelphia,US,39.953602,-75.173279,Au Bon Pain,19103,Pennsylvania
7134,2400 Penny Road,Fast Food,High Point,US,36.03533,-79.964893,Panera Bread,27265,North Carolina
7135,2645 Lawndale Drive,Fast Food,Greensboro,US,36.102797,-79.819705,Panera Bread,27408,North Carolina
7136,5663 East Circle Drive,Fast Food,Cicero,US,43.150471,-76.123544,Panera Bread,13039,New York
7137,52 March Avenue,Fast Food Restaurants,Manchester,US,42.961559,-71.441431,Panera Bread,3103,New Hampshire
7138,2810 SW Military Dr,Coffee & Tea / Breakfast / Fast Food,San Antonio,US,29.35567,-98.542715,Starbucks Coffee,78224,Texas
7139,580 Chalkstone Ave,Fast Food Restaurants,Providence,US,41.834918,-71.426043,Pizza Hut,2908,Rhode Island
7140,401 S Oxford Valley Rd,Fast Food Restaurants,Fairless Hills,US,40.173145,-74.853228,Pizza Hut,19030,Pennsylvania
7141,2261 Singleton Blvd,Fast Food,Dallas,US,32.779062,-96.859145,Pizza Hut,75212,Texas
7142,4062 Little York Rd,Fast Food,Houston,US,29.869301,-95.327175,Pizza Hut,77093,Texas
7143,10601 Lower Azusa Rd,"Burger Joint, Fast Food Restaurant, and American Restaurant",Temple City,US,34.092472,-118.038326,In-N-Out Burger,91780,California
7144,2010 Hacienda Dr,Fast Food Restaurant,Vista,US,33.184468,-117.285087,In-N-Out Burger,92081,California
7145,6292 Westminster Blvd,Fast Food,Westminster,US,33.758714,-118.019504,In-N-Out Burger,92683,California
7146,32060 Union Landing Blvd,Fast Food,Union City,US,37.59927,-122.065593,In-N-Out Burger,94587,California
7147,575 W Clover Rd,Fast Food Restaurant,Tracy,US,37.761438,-121.434505,In-N-Out Burger,95376,California
7148,3102 Sports Arena Blvd,Fast Food Restaurant,San Diego,US,32.752136,-117.205504,In-N-Out Burger,92110,California
7149,5145 Redwood Dr,Fast Food,Rohnert Park,US,38.361249,-122.713603,In-N-Out Burger,94928,California
7150,10309 Fairway Dr,"Burger Joint, Fast Food Restaurant, and American Restaurant",Roseville,US,38.789657,-121.283195,In-N-Out Burger,95678,California
7151,9070 Whittier Blvd,Fast Food Restaurant,Pico Rivera,US,34.000845,-118.082861,In-N-Out Burger,90660,California
7152,6350 N Cicero Ave,Fast Food Restaurant,Chicago,US,41.996359,-87.748277,East of Edens,60646,Illinois
7153,1644 E Evans Ave,Fast Food,Denver,US,39.678506,-104.967815,Chipotle,80210,Colorado
7154,981 Shelburne Rd,Fast Food Restaurant,South Burlington,US,44.442096,-73.210441,Burger King,5403,Vermont
7155,981 Shelburne Rd,Fast Food Restaurants,South Burlington,US,44.442096,-73.210441,Burger King,5403,Vermont
7156,7 Swanton Rd,Fast Food Restaurants,Saint Albans,US,44.825614,-73.080661,Burger King,5478,Vermont
7157,620 E Heron St,Fast Food Restaurants,Aberdeen,US,46.976169,-123.811008,Burger King,98520,Washington
7158,1513 Martinsburg Pike,Fast Food Restaurant,Winchester,US,39.215116,-78.143619,Burger King,22603,Virginia
7159,1535 W Broad St,Fast Food Restaurants,Waynesboro,US,38.07313,-78.900855,Burger King,22980,Virginia
7160,524 Laskin Rd,Fast Food Restaurants,Virginia Beach,US,36.858948,-75.983293,Burger King,23451,Virginia
7161,716 Hardy Rd,"American Restaurant, Fast Food Restaurant, and Event Space",Vinton,US,37.273364,-79.890765,Burger King,24179,Virginia
7162,815 W Main St,Fast Food Restaurants,Salem,US,37.290968,-80.071492,Burger King,24153,Virginia
7163,4010 Halifax Rd,Fast Food Restaurants,South Boston,US,36.73692,-78.919045,Burger King,24592,Virginia
7164,800 Tanyard Rd,Fast Food Restaurant,Rocky Mount,US,37.007027,-79.876734,Burger King,24151,Virginia
7165,3216 Melrose Ave NW,Fast Food Restaurants,Roanoke,US,37.290059,-79.988863,Burger King,24017,Virginia
7166,8801 Staples Mill Rd,Fast Food Restaurant,Henrico,US,37.632945,-77.508409,Burger King,23228,Virginia
7167,2601 Chamberlayne Ave,Fast Food Restaurants,Richmond,US,37.566913,-77.443819,Burger King,23222,Virginia
7168,1013 N Parham Rd,Fast Food Restaurant,Henrico,US,37.594346,-77.566351,Burger King,23229,Virginia
7169,11274 Patterson Ave,Fast Food Restaurant,Henrico,US,37.597973,-77.620605,Burger King,23238,Virginia
7170,7438 Lee Hwy,Fast Food Restaurant,Radford,US,37.142765,-80.579745,Burger King,24141,Virginia
7171,17440 SE 272nd St,Fast Food Restaurants,Kent,US,47.358109,-122.106353,Burger King,98042,Washington
7172,10751 Westview Parkway,Fast Food Restaurants,San Diego,US,32.916333,-117.118271,Panera Bread,92126,California
7173,1575 SW 8th St,Fast Food,Miami,US,25.765662,-80.22083,Subway,33135,Florida
7174,46651 Mission Blvd,fast food restaurant,Fremont,US,37.490953,-121.928294,Jack in the Box,94539,California
7175,465 S Fairfax Ave,Fast Food,Los Angeles,US,34.068021,-118.361672,Jack in the Box,90036,California
7176,4407 S Central Ave,Fast Food,Los Angeles,US,34.00364,-118.256775,Jack in the Box,90011,California
7177,435 Canyon Del Rey Blvd,Fast Food Restaurant,Monterey,US,36.582655,-121.828622,Jack in the Box,93940,California
7178,4289 Campus Dr,Fast Food Restaurants,Irvine,US,33.648331,-117.838099,Jack in the Box,92612,California
7179,4289 Campus Dr,Fast Food Restaurant,Irvine,US,33.648331,-117.838099,Jack in the Box,92612,California
7180,4295 Valley Ave,Fast Food Restaurant,Pleasanton,US,37.677065,-121.874713,Jack in the Box,94566,California
7181,425 Blossom Hill Rd,Fast Food Restaurants,San Jose,US,37.251531,-121.829422,Jack in the Box,95123,California
