,address,categories,city,country,latitude,longitude,name,postalCode,state
2835,2230 E Fletcher Ave,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Tampa,US,28.069531,-82.432806,Arby's,33612,Florida
2836,2230 E Fletcher Ave,Fast Food Restaurant,Tampa,US,28.069531,-82.432806,Arby's,33612,Florida
2837,1909 Frontage Rd,Fast Food Restaurant,Plant City,US,28.034914,-82.105721,Arby's,33566,Florida
2838,1486 Ne 163rd St,Fast Food Restaurant,Miami,US,25.925262,-80.170428,Arby's,33162,Florida
2839,11500 Sw 72nd St,Fast Food,Miami,US,25.7002,-80.380116,Arby's,33173,Florida
2840,1905 S Military Trl,Fast Food Restaurant,West Palm Beach,US,26.649148,-80.112916,Arby's,33415,Florida
2841,10363 Federal Blvd,Fast Food,Denver,US,39.88462,-105.026566,Carl's Jr.,80260,Colorado
2842,1754 Hover St,Fast Food Restaurant,Longmont,US,40.189823,-105.130923,Carl's Jr.,80501,Colorado
2843,421 Cowan St,Fast Food Restaurant,Fort Collins,US,40.582488,-105.06552,Carl's Jr.,80524,Colorado
2844,1340 Cleveland Ave,Fast Food Restaurant,Loveland,US,40.406484,-105.074379,Carl's Jr.,80537,Colorado
2845,2555 11th Ave,Fast Food Restaurant,Greeley,US,40.396043,-104.696907,Carl's Jr.,80631,Colorado
2846,2211 S Havana St,Fast Food Restaurant,Aurora,US,39.676502,-104.866495,Carl's Jr.,80014,Colorado
2847,2343 E Bell Rd,Fast Food Restaurants,Phoenix,US,33.640103,-112.031318,Carl's Jr.,85022,Arizona
2848,4506 E Cactus Rd,Fast Food,Phoenix,US,33.600257,-111.986338,Carl's Jr.,85032,Arizona
2849,4916 E Chandler Blvd,Fast Food Restaurant and American Restaurant,Phoenix,US,33.3058,-111.977639,Carl's Jr.,85048,Arizona
2850,2501 W Happy Valley Rd,Fast Food,Phoenix,US,33.712894,-112.109082,Carl's Jr.,85085,Arizona
2851,15144 N Northsight Blvd,Fast Food Restaurant,Scottsdale,US,33.626371,-111.896813,Carl's Jr.,85260,Arizona
2852,9360 W Northern Ave,Fast Food Restaurant,Peoria,US,33.55167,-112.260616,Carl's Jr.,85345,Arizona
2853,10535 N Oracle Rd,"Burger Joint, Fast Food Restaurant, and American Restaurant",Tucson,US,32.397178,-110.958476,Carl's Jr.,85737,Arizona
2854,129 E Williams Field Rd,Fast Food,Gilbert,US,33.30588,-111.786954,Carl's Jr.,85295,Arizona
2855,101 E Jackson Blvd,Fast Food Restaurants,Jonesborough,US,36.297597,-82.475145,Subway,37659,Tennessee
2856,1101 10th St,Fast Food Restaurants,Alamogordo,US,32.899849,-105.948848,Subway,88310,New Mexico
2857,113 Eubank Blvd NE,Fast Food Restaurants,Albuquerque,US,35.073095,-106.533041,Subway,87123,New Mexico
2858,1313 Turner Mccall Blvd SE,Fast Food Restaurants,Rome,US,34.253471,-85.163758,Burger King,30161,Georgia
2859,1304 W Screven St,Fast Food Restaurants,Quitman,US,30.785419,-83.57171,Burger King,31643,Georgia
2860,1201 Cobb Pkwy N,Fast Food Restaurant,Marietta,US,33.980527,-84.558209,Burger King,30062,Georgia
2861,1188 Gray Hwy,Fast Food Restaurant,Macon,US,32.856981,-83.617427,Burger King,31211,Georgia
2862,1065 S Lewis St,Fast Food Restaurant,Metter,US,32.375487,-82.064617,Burger King,30439,Georgia
2863,1000 Saint Patricks Dr,Fast Food Restaurant and Burger Joint,Perry,US,32.470969,-83.743028,Burger King,31069,Georgia
2864,9925 E Adamo Dr,Fast Food Restaurant,Tampa,US,27.945225,-82.34059,Burger King,33619,Florida
2865,2410 Okeechobee Rd,Fast Food Restaurant,Fort Pierce,US,27.438279,-80.348961,Burger King,34950,Florida
2866,961 Lee Rd,Fast food restaurants,Orlando,US,28.606635,-81.394575,Burger King,32810,Florida
2867,9373 W Atlantic Blvd,Fast Food Restaurant,Pompano Beach,US,26.239939,-80.252497,Burger King,33071,Florida
2868,955 SW 107th Ave,Fast Food Restaurant,Miami,US,25.759621,-80.367717,Burger King,33174,Florida
2869,937 Dunn Ave,Fast Food Restaurant Highlands,Jacksonville,US,30.430426,-81.660894,Burger King,32218,Florida
2870,910 Cypress Pkwy,Fast Food,Kissimmee,US,28.146557,-81.447636,Burger King,34759,Florida
2871,8913 Taft St,Fast food restaurants,Hollywood,US,26.023175,-80.264633,Burger King,33024,Florida
2872,8913 Taft St,Fast Food Restaurant,Hollywood,US,26.023175,-80.264633,Burger King,33024,Florida
2873,901 E Fowler Ave,Fast Food Restaurant and Burger Joint,Tampa,US,28.05406,-82.450714,Burger King,33612,Florida
2874,41 North Ave E,Fast Food Restaurants,Cranford,US,40.656584,-74.301772,Sakana,7016,New Jersey
2875,3100 Xavier Dr,Fast Food Restaurant Southeast Yonkers,Yonkers,US,40.927132,-73.852638,Boston Market,10704,New York
2876,3100 Xavier Dr,Fast Food Restaurant,Yonkers,US,40.927132,-73.852638,Boston Market,10704,New York
2877,7163 Charles St,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Rockford,US,42.241612,-88.976863,Arby's,61112,Illinois
2878,7001 W Dempster Ave,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Niles,US,42.040539,-87.801283,Arby's,60714,Illinois
2879,7001 W Dempster Ave,Fast Food,Niles,US,42.040539,-87.801283,Arby's,60714,Illinois
2880,301 Ridge Rd,Fast Food,Minooka,US,41.460683,-88.272479,Arby's,60447,Illinois
2881,4520 16th St,Fast Food Restaurant and American Restaurant,Moline,US,41.467888,-90.506268,Arby's,61265,Illinois
2882,3 Corvette Dr,Fast Food Restaurants,Litchfield,US,39.176742,-89.675725,Arby's,62056,Illinois
2883,3 Corvette Dr,Fast Food Restaurant,Litchfield,US,39.176742,-89.675725,Arby's,62056,Illinois
2884,1874 Belvidere Rd,Fast Food Restaurant,Grayslake,US,42.339357,-88.000874,Arby's,60030,Illinois
2885,5509 Godfrey Rd,Fast Food Restaurants,Godfrey,US,38.946371,-90.190288,Arby's,62035,Illinois
2886,11 W Northbrook Dr,Fast Food Restaurants,Dwight,US,41.112431,-88.414538,Arby's,60420,Illinois
2887,4303 Prospect Ave,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Decatur,US,39.901745,-88.95457,Arby's,62524,Illinois
2888,3190 N Vermilion Dr,Fast Food,Danville,US,40.174635,-87.630925,Arby's,61832,Illinois
2889,6365 Woodhaven Blvd,Fast Food,Rego Park,US,40.722731,-73.867589,Dunkin' Donuts,11374,New York
2890,302 5th Ave,Fast Food,New York,US,40.746711,-73.986133,Dunkin' Donuts,10001,New York
2891,269 8th Ave,Fast Food,New York,US,40.745683,-73.998192,Dunkin' Donuts,10011,New York
2892,876 N Plymouth Rd,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Winamac,US,41.060807,-86.603056,Arby's,46996,Indiana
2893,921 E Washington St,Fast Food Restaurants,Winchester,US,40.172474,-84.964967,Arby's,47394,Indiana
2894,3358 Lake City Hwy,Fast Food,Warsaw,US,41.234134,-85.807519,Arby's,46580,Indiana
2895,2565 Hart St,Fast Food Restaurant,Vincennes,US,38.65964,-87.508875,Arby's,47591,Indiana
2896,200 Noble Creek Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Noblesville,US,40.043401,-85.995922,Arby's,46060,Indiana
2897,2634 Charlestown Rd,"Fast Food Restaurant, Sandwich Place, and American Restaurant",New Albany,US,38.316862,-85.803628,Arby's,47150,Indiana
2898,801 Talaina Pl,Fast Food Restaurant,New Albany,US,38.339995,-85.816009,Arby's,47150,Indiana
2899,801 Talaina Pl,Fast Food,New Albany,US,38.339995,-85.816009,Arby's,47150,Indiana
2900,826 N Main St,Fast Food Restaurants,Monticello,US,40.75538,-86.764676,Arby's,47960,Indiana
2901,401 W Market St,Fast Food Restaurants,Logansport,US,40.751321,-86.374889,Arby's,46947,Indiana
2902,1005 N Baldwin Ave,Fast Food Restaurants,Marion,US,40.569524,-85.676413,Arby's,46952,Indiana
2903,2010 S Western Ave,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Marion,US,40.543079,-85.674315,Arby's,46953,Indiana
2904,1221 Clifty Dr,Fast Food,Madison,US,38.771439,-85.414048,Arby's,47250,Indiana
2905,895 West Eads Parkway,Fast Food Restaurant,Lawrenceburg,US,39.085715,-84.879761,Arby's,47025,Indiana
2906,2219 Sagamore Pkwy S,Fast Food Restaurants,Lafayette,US,40.394804,-86.855048,Arby's,47905,Indiana
2907,1501 E Morgan St,Fast Food Restaurants,Kokomo,US,40.505337,-86.112046,Arby's,46901,Indiana
2908,1501 E Morgan St,Fast Food Restaurant,Kokomo,US,40.505337,-86.112046,Arby's,46901,Indiana
2909,401 Arrow St,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Kokomo,US,40.431573,-86.126569,Arby's,46902,Indiana
2910,3739 Newton St,Fast Food,Jasper,US,38.424282,-86.938409,Arby's,47546,Indiana
2911,4925 S Emerson Ave,Fast Food Restaurants,Indianapolis,US,39.695671,-86.081916,Arby's,46203,Indiana
2912,7150 Pendleton Pike,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Indianapolis,US,39.829132,-86.042981,Arby's,46226,Indiana
2913,2130 E County Line Rd,Fast Food Restaurants,Indianapolis,US,39.636001,-86.123737,Arby's,46227,Indiana
2914,91 16th St,Fast Food,Wheatland,US,42.048001,-104.964156,Arby's,82201,Wyoming
2915,1777 Coffeen Ave,Fast Food Restaurant,Sheridan,US,44.778887,-106.941995,Arby's,82801,Wyoming
2916,1899 Dewar Dr,Fast Food,Rock Springs,US,41.57501,-109.250518,Arby's,82901,Wyoming
2917,1300 S Watson Rd,Fast Food,Buckeye,US,33.43416,-112.55838,Pizza Hut,85326,Arizona
2918,925 E Main St,Fast food restaurants,Weatherford,US,35.526099,-98.696912,Carl's Jr.,73096,Oklahoma
2919,1101 24th Ave NW,Fast Food Restaurant,Norman,US,35.231898,-97.479864,Carl's Jr.,73069,Oklahoma
2920,1305 W Main St,Fast food restaurants,Durant,US,33.994287,-96.39042,Carl's Jr.,74701,Oklahoma
2921,611 N 10th Ave,Fast Food Restaurant,Caldwell,US,43.668755,-116.680089,Carl's Jr.,83605,Idaho
2922,150 S Rainbow Blvd,Fast Food Restaurant,Las Vegas,US,36.172547,-115.244855,Carl's Jr.,89145,Nevada
2923,2170 S Rainbow Blvd,Fast Food Restaurant,Las Vegas,US,36.148065,-115.242443,Carl's Jr.,89146,Nevada
2924,9575 W Tropicana Ave,Fast Food Restaurant and Burger Joint,Las Vegas,US,36.100083,-115.301468,Carl's Jr.,89147,Nevada
2925,9575 W Tropicana Ave,Fast Food Restaurant,Las Vegas,US,36.100083,-115.301468,Carl's Jr.,89147,Nevada
2926,3206 Clark Ln,Fast Food,Columbia,US,38.963767,-92.289441,McDonald's,65202,Missoui
2927,2001 Las Vegas Blvd S,Fast Food Restaurants,Las Vegas,US,36.147839,-115.15381,Carl's Jr.,89104,Nevada
2928,260 Centennial Dr,Fast food restaurants,Heyburn,US,42.564453,-113.74083,Carl's Jr.,83336,Idaho
2929,1432 S Sam Houston Blvd,Fast Food Restaurants,Houston,US,37.312575,-91.96038,McDonald's,65483,Missoui
2930,4407 Mcmasters Ave,Fast Food,Hannibal,US,39.721645,-91.391994,McDonald's,63401,Missoui
2931,2101 N Commercial St,Fast Food Restaurants,Harrisonville,US,38.663059,-94.366208,McDonald's,64701,Missoui
2932,1090 Shackelford Rd,Fast Food Restaurants,Florissant,US,38.812397,-90.349045,McDonald's,63031,Missoui
2933,5100 Harry S Truman Dr,Fast Food Restaurants,Grandview,US,38.899145,-94.532759,McDonald's,64030,Missoui
2934,6305 NE Antioch Rd,Fast Food Restaurant,Kansas City,US,39.207477,-94.547975,McDonald's,64119,Missoui
2935,2020 Rock Rd,Fast Food Restaurants,De Soto,US,38.14201,-90.57624,McDonald's,63020,Missoui
2936,415 N Stadium Blvd,Fast Food Restaurant,Columbia,US,38.959957,-92.371307,McDonald's,65203,Missoui
2937,1701 Clarkson Rd,Fast food restaurants,Chesterfield,US,38.64361,-90.566835,McDonald's,63017,Missoui
2938,1007 W Fort Scott St,Fast Food Restaurant,Butler,US,38.257002,-94.349764,McDonald's,64730,Missoui
2939,1007 W Fort Scott St,Fast Food Restaurants,Butler,US,38.257002,-94.349764,McDonald's,64730,Missoui
2940,3996 Jeffco Blvd,Fast Food Restaurant,Arnold,US,38.405791,-90.376785,McDonald's,63010,Missoui
2941,1515 NW Woods Chapel Rd,Fast Food Restaurants,Blue Springs,US,39.032359,-94.305142,McDonald's,64015,Missoui
2942,4811 E Viking Blvd,Fast Food Restaurant,Wyoming,US,45.336744,-93.008866,McDonald's,55092,Minnesota
2943,4811 E Viking Blvd,Fast Food,Wyoming,US,45.336744,-93.008866,McDonald's,55092,Minnesota
2944,1819 E North Ave,Fast Food Restaurant,Belton,US,38.813428,-94.507282,McDonald's,64012,Missoui
2945,602 E Broadway,Fast Food Restaurant,Ashland,US,38.77437,-92.254355,McDonald's,65010,Missoui
2946,602 E Broadway,Fast Food,Ashland,US,38.77437,-92.254355,McDonald's,65010,Missoui
2947,717 1st St S,Fast Food Restaurant,Willmar,US,45.117295,-95.042617,McDonald's,56201,Minnesota
2948,1273 Robert St S,Fast Food Restaurant,Saint Paul,US,44.907849,-93.081583,McDonald's,55118,Minnesota
2949,1450 Wayzata Blvd E,Fast Food Restaurant,Wayzata,US,44.970637,-93.495073,McDonald's,55391,Minnesota
2950,428 N Central Ave,Fast Food Restaurants,Duluth,US,46.739483,-92.166527,McDonald's,55807,Minnesota
2951,1600 State St N,Fast Food Restaurants,Waseca,US,44.093175,-93.507109,McDonald's,56093,Minnesota
2952,910 Strong Dr,Fast Food Restaurants,Waconia,US,44.838715,-93.800805,McDonald's,55387,Minnesota
2953,1130 7th Ave,Fast Food Restaurant,Two Harbors,US,47.025601,-91.68191,McDonald's,55616,Minnesota
2954,20 Ash Ave NW,Fast food restaurants,Wadena,US,46.442379,-95.13635,McDonald's,56482,Minnesota
2955,471 Marion St,Fast Food Restaurant,Saint Paul,US,44.955483,-93.110248,McDonald's,55103,Minnesota
2956,950 Ashland Rd,Fast Food Restaurants,Mansfield,US,40.773029,-82.481497,Subway,44905,Ohio
2957,907 E River St,Fast Food Restaurants,Elyria,US,41.362957,-82.101028,Subway,44035,Ohio
2958,7609 Harford Rd,Fast Food Restaurant,Parkville,US,39.372186,-76.544235,SUBWAY®,21234,Maryland
2959,5230 Westpark Dr,Fast Food,Houston,US,29.72579,-95.46689,Bubba's Texas Burger Shack,77056,Texas
2960,528 N Montebello Blvd,Fast Food,Montebello,US,34.018116,-118.1053,Ani's Chicken,90640,California
2961,1501 19th Ave N,Fast Food Restaurants,Fargo,US,46.905119,-96.801188,Subway,58102,North Dakota
2962,1128 W Main St,Fast Food Restaurant,Valley City,US,46.920859,-98.018122,Subway,58072,North Dakota
2963,127 Dakota Ave,Fast Food Restaurants,Wahpeton,US,46.263898,-96.601288,Subway,58075,North Dakota
2964,112 Railroad Ave,Fast Food Restaurant,Rutherfordton,US,35.365575,-81.942104,Waffle House,28139,North Carolina
2965,4411 Denny Ave,Fast Food Restaurant,Pascagoula,US,30.385107,-88.516311,Waffle House,39581,Mississippi
2966,684 Centre St,Fast Food,Jamaica Plain,US,42.311964,-71.11429,Dunkin' Donuts,2130,Massachusetts
2967,317 Falmouth Rd,Fast Food,Hyannis,US,41.66336,-70.299183,Dunkin' Donuts,2601,Massachusetts
2968,4912 E Shea Blvd,Fast Food Restaurant,Scottsdale,US,33.582764,-111.975328,Einstein Bros Bagels,85254,Arizona
2969,6411 Sepulveda Blvd,Fast Food,Van Nuys,US,34.187062,-118.466683,Subway,91411,California
2970,6800 Balboa Blvd,Fast Food,Van Nuys,US,34.209646,-118.497715,Subway,91406,California
2971,8735 Sunland Blvd,Fast Food Restaurants,Sun Valley,US,34.228381,-118.366249,Subway,91352,California
2972,3632 Rosemead Blvd,Fast Food,Rosemead,US,34.075067,-118.072855,Subway,91770,California
2973,7415 W 10th St,Fast Food Restaurant,Indianapolis,US,39.778795,-86.292202,Arby's,46214,Indiana
2974,6801 W Washington St,Fast Food Restaurants,Indianapolis,US,39.743892,-86.278602,Arby's,46241,Indiana
2975,904 W State Blvd,Fast Food Restaurants,Fort Wayne,US,41.096316,-85.154096,Arby's,46808,Indiana
2976,904 W State Blvd,Fast Food Restaurant,Fort Wayne,US,41.096316,-85.154096,Arby's,46808,Indiana
2977,2702 Guilford St,Fast Food Restaurant,Huntington,US,40.899935,-85.506514,Arby's,46750,Indiana
2978,35 E 96th St,Fast Food Restaurants,Indianapolis,US,39.926617,-86.15644,Arby's,46240,Indiana
2979,1047 Indianapolis Rd,Fast Food Restaurants,Greencastle,US,39.64671,-86.837237,Arby's,46135,Indiana
2980,610 W Jefferson Blvd,Fast Food Restaurant,Fort Wayne,US,41.07529,-85.146929,Arby's,46802,Indiana
2981,610 W Jefferson Blvd,Fast Food Restaurants,Fort Wayne,US,41.07529,-85.146929,Arby's,46802,Indiana
2982,5755 Falls Dr,Fast Food Restaurants,Fort Wayne,US,41.030926,-85.259507,Arby's,46804,Indiana
2983,6759 Bluffton Rd,Fast Food,Fort Wayne,US,41.020676,-85.168742,Arby's,46809,Indiana
2984,333 E Washington Center Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Fort Wayne,US,41.133144,-85.136897,Arby's,46825,Indiana
2985,13094 Publishers Dr,Fast Food Restaurant,Fishers,US,39.977657,-86.003033,Arby's,46038,Indiana
2986,3450 Jonathan Moore Pike,Fast Food,Columbus,US,39.200748,-85.962185,Arby's,47201,Indiana
2987,2001 E 53 St,Fast Food Restaurant,Anderson,US,40.061537,-85.652108,Arby's,46013,Indiana
2988,111 Touring Dr,Fast Food Restaurant,Auburn,US,41.36617,-85.078917,Arby's,46706,Indiana
2989,7868 E Us Hwy 36,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Avon,US,39.763513,-86.383805,Arby's,46123,Indiana
2990,3009 S Dirksen Pkwy,Fast Food Restaurant,Springfield,US,39.7628,-89.607772,Arby's,62703,Illinois
2991,2275 Washington Rd,Fast Food Restaurant,Washington,US,40.692523,-89.48303,Arby's,61571,Illinois
2992,509 N Cunningham,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Urbana,US,40.117805,-88.2048,Arby's,61801,Illinois
2993,3101 Veterans Pkwy,Fast Food Restaurant,Springfield,US,39.763168,-89.707186,Arby's,62704,Illinois
2994,1951 W Monroe St,Fast Food,Springfield,US,39.799681,-89.68609,Arby's,62704,Illinois
2995,79 Broadway,Fast Food Restaurant,Albany,US,42.681358,-73.73074,Subway,12204,New York
2996,41995 State Highway 74,Fast Food Restaurants,Hemet,US,33.74778,-116.871389,Subway,92544,California
2997,3322 Mt Diablo Blvd,Fast Food,Lafayette,US,37.896228,-122.1034,Subway,94549,California
2998,396 Park St,Fast Food Restaurants,Moraga,US,37.860272,-122.125475,Subway,94556,California
2999,124 Lomas Santa Fe Dr,Fast Food Restaurants,Solana Beach,US,32.992226,-117.270343,Subway,92075,California
3000,1605 Douglas Blvd,Fast Food Restaurants,Roseville,US,38.744203,-121.265978,Subway,95661,California
3001,805 E Avenue K,Fast Food,Lancaster,US,34.675128,-118.114345,Subway,93535,California
3002,3250 G St,Fast Food Restaurants,Merced,US,37.321317,-120.468713,Subway,95340,California
3003,44764 Valley Central Way,Fast Food,Lancaster,US,34.695787,-118.171716,Subway,93536,California
3004,1201 E La Habra Blvd,Fast Food,La Habra,US,33.931872,-117.93304,Subway,90631,California
3005,1107 S Hacienda Blvd,Fast Food,Hacienda Heights,US,34.010598,-117.963551,Subway,91745,California
3006,371 E Whittier Blvd,Fast Food,La Habra,US,33.939489,-117.942149,Subway,90631,California
3007,3446 Foothill Blvd,Fast Food,La Crescenta,US,34.233223,-118.254552,Subway,91214,California
3008,5250 Commercial St SE,Fast Food Restaurant,Salem,US,44.879383,-123.028601,Subway,97306,Oregon
3009,2950 S Bear Creek Blvd,Fast Food Restaurants,Denver,US,39.667042,-105.150579,Subway,80228,Colorado
3010,302 Manitou Ave,Fast Food Restaurants,Manitou Springs,US,38.856714,-104.898885,Subway,80829,Colorado
3011,701 N Grand Ave,American Restaurant and Fast Food Restaurant,Covina,US,34.092722,-117.872963,Farmer Boys,91724,California
3012,12240 Pigeon Pass Rd,Fast Food Restaurant,Moreno Valley,US,33.942958,-117.261433,Farmer Boys,92557,California
3013,2790 N Garey Ave,Fast Food,Pomona,US,34.09598,-117.748519,Farmer Boys,91767,California
3014,2601 George Washington Mem Hwy,Fast Food Restaurants,Yorktown,US,37.121834,-76.457525,Subway,23693,Virginia
3015,1766 Kendall Dr,Fast Food Restaurant,San Bernardino,US,34.177167,-117.332647,Farmer Boys,92407,California
3016,1190 E Francis St,Fast Food Restaurant,Ontario,US,34.040845,-117.629111,Farmer Boys,91761,California
3017,1197 E Prosperity Ave,Fast Food Restaurant,Tulare,US,36.225782,-119.329297,Farmer Boys,93274,California
3018,1413 S Voss Rd,Fast Food Restaurants,Houston,US,29.751556,-95.500261,Jamba Juice,77057,Texas
3019,11805 Westheimer Rd,Fast Food Restaurants,Houston,US,29.736456,-95.585565,Jamba Juice,77077,Texas
3020,201 W Carleton Rd,Fast Food Restaurants,Hillsdale,US,41.930959,-84.641427,Subway,49242,Michigan
3021,2021 2nd St,Fast Food Restaurants,Mount Pleasant,US,43.611471,-84.741274,Subway,48858,Michigan
3022,1900 N Saginaw Rd,Fast Food Restaurants,Midland,US,43.641274,-84.249381,Subway,48640,Michigan
3023,194 W River Valley Dr,Fast Food,Newaygo,US,43.405221,-85.798853,Subway,49337,Michigan
3024,18310 Allen Rd,Sandwich Place and Fast Food Restaurant,Melvindale,US,42.281607,-83.187847,Subway,48122,Michigan
3025,1569 N Wixom Rd,Fast Food Restaurants,Wixom,US,42.544057,-83.537226,Subway,48393,Michigan
3026,1502 Cooper St,Fast Food Restaurants,Jackson,US,42.267949,-84.403886,Subway,49202,Michigan
3027,3250 23rd Ave,Fast Food Restaurants,Evans,US,40.383037,-104.715055,Subway,80620,Colorado
3028,1050 Route 28,Fast Food,South Yarmouth,US,41.660846,-70.20243,Dunkin' Donuts,2664,Massachusetts
3029,1604 E Southern Ave,Fast Food,Tempe,US,33.392827,-111.912786,Joe's Crab Shack,85282,Arizona
3030,212 Riverview Ave,Fast Food,Logan,US,37.848136,-82.000102,Taco Bell,25601,West Virginia
3031,2855 S Rochester Rd,Fast Food,Rochester,US,42.638053,-83.131112,Taco Bell,48307,Michigan
3032,1909 SW 6th Ave,Fast Food Restaurants,Portland,US,45.510248,-122.683385,Hot Lips Pizza,97201,Oregon
3033,2955 El Camino Real,Fast Food Restaurant,Tustin,US,33.729416,-117.799975,Rubio's,92782,California
3034,26450 Plymouth Rd,Fast Food,Redford,US,42.37105,-83.303073,Taco Bell,48239,Michigan
3035,973 High Street,Fast Food,Wadsworth,US,41.049465,-81.72825,Taco Bell,44281,Ohio
